1576004710,1.76
1576005050,1.709
1576005104,1.706
1576005158,1.696
1576005212,1.76
1576005267,2.204
1576005323,2.655
1576005388,2.673
1576005453,2.235
1576005514,2.246
1576005574,2.271
1576005634,2.356
1576005694,2.195
1576005754,1.788
1576005808,1.787
1576005863,1.755
1576005919,1.783
1576005981,2.236
1576006046,2.694
1576006101,1.757
1576006161,2.244
1576006220,2.321
1576006280,2.249
1576006340,2.323
1576006401,1.75
1576006456,1.717
1576006511,1.703
1576006566,1.73
1576006620,1.743
1576006675,1.736
1576006730,1.78
1576006785,1.723
1576006840,1.741
1576006895,1.743
1576006950,1.742
1576007005,1.748
1576007059,1.738
1576007114,1.75
1576007169,1.756
1576007224,1.69
1576007279,1.793
1576007334,1.768
1576007389,1.687
1576007444,1.752
1576007499,1.712
1576007554,1.72
1576007609,1.742
1576007664,1.754
1576007718,1.747
